KO,Control_1,Control_2,Control_3,Control_4,Control_5,SO4_1,SO4_2,SO4_3,SO4_4,SO4_5,ASW_1,ASW_2,ASW_3,ASW_4,ASW_5,ASW_S_2,ASW_S_4,ASW_S_5,SourceSoil_1,SourceSoil_2,SourceSoil_3,SourceSoil_4,SourceSoil_5,Fxn
K03673,22,15,7,41,38,28,47,28,30,44,5,19,7,98,9,0,0,345,265,161,146,207,176,thiol:disulfide interchange protein DsbA
K03674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,glutaredoxin 1
K03675,45,53,28,54,68,52,107,36,51,27,14,2,6,23,25,2,32,39,23,41,51,20,39,glutaredoxin 2
K03676,167,161,145,204,297,180,429,187,316,122,68,67,181,349,151,64,140,334,412,306,293,370,402,glutaredoxin 3
K03678,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,exosome complex component RRP45
K03679,185,65,412,267,137,123,344,321,217,49,93,67,214,11,249,319,142,485,116,79,87,93,124,exosome complex component RRP4
K03680,20,7,42,20,35,16,57,31,44,0,28,22,24,0,50,64,43,44,4,0,3,4,3,translation initiation factor eIF-2B subunit delta
K03681,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exosome complex component RRP40
K03683,4,3,0,6,3,4,13,8,13,13,4,6,0,43,3,0,0,126,60,31,34,51,35,ribonuclease T [EC:3.1.13.-]
K03684,496,523,365,556,971,606,1201,525,889,569,717,870,850,1376,450,430,783,1120,872,787,711,681,690,ribonuclease D [EC:3.1.13.5]
K03685,874,803,859,1111,1363,1126,2384,1054,1757,602,929,911,1229,1325,1147,597,962,1069,1057,713,768,840,906,ribonuclease III [EC:3.1.26.3]
K03686,2739,2235,3206,3366,3592,3132,6854,3304,5333,1958,2394,2517,3604,3317,3517,2121,2722,3328,3249,2305,2342,2501,2743,molecular chaperone DnaJ
K03687,957,851,1239,1111,1509,1116,2597,1310,2024,837,998,966,1629,1493,1357,870,1092,1472,1106,860,831,835,1019,molecular chaperone GrpE
K03688,1094,867,834,995,1351,1163,2658,1040,2085,1079,1226,1723,1722,1708,826,772,1660,1416,1352,1212,1143,998,1148,ubiquinone biosynthesis protein
K03689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cytochrome b6-f complex subunit 8
K03690,19,5,9,12,25,13,13,13,23,10,3,3,9,42,0,0,0,126,86,48,40,97,78,ubiquinone biosynthesis protein UbiJ
K03691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,peptide-O-fucosyltransferase [EC:2.4.1.221]
K03692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,glucosylglycerol-phosphate synthase [EC:2.4.1.213]
K03693,0,7,5,0,7,1,7,7,1,3,21,7,0,64,16,0,15,6,16,5,6,4,0,penicillin-binding protein
K03694,992,838,627,1020,1060,1086,1743,926,1266,968,516,367,667,1231,570,240,627,1083,1948,1601,1596,1734,1794,ATP-dependent Clp protease ATP-binding subunit ClpA
K03695,4010,3475,3785,4686,5194,4673,9452,4722,6470,3885,3666,3671,5433,5586,4442,2419,3962,4154,5154,4106,3992,4054,4329,ATP-dependent Clp protease ATP-binding subunit ClpB
K03696,3640,2986,3003,3701,4650,3858,7666,3669,5749,3428,4373,5256,5806,5506,3486,3028,4756,3253,3685,3063,3023,2842,3146,ATP-dependent Clp protease ATP-binding subunit ClpC
K03697,0,0,0,0,0,7,3,4,0,5,21,15,0,45,22,5,5,0,0,0,0,0,0,ATP-dependent Clp protease ATP-binding subunit ClpE
K03698,787,611,911,963,876,913,1895,1014,1522,425,421,224,682,543,887,300,461,476,610,479,473,451,608,3'-5' exoribonuclease [EC:3.1.-.-]
K03699,488,492,406,484,849,578,1387,545,927,485,763,847,1135,912,636,445,803,862,681,504,516,436,608,putative hemolysin
K03700,0,0,0,0,0,0,0,0,0,0,7,2,0,47,0,0,2,0,0,0,0,0,0,recombination protein U
K03701,5726,4872,5756,6861,7215,6613,12983,6655,9774,4566,4820,4112,6717,6697,6937,3330,4765,5436,8329,5946,6142,6541,6838,excinuclease ABC subunit A
K03702,3098,2327,2608,3300,3683,3241,6401,3163,4519,2572,2416,2286,3474,3634,3363,2073,2641,3219,3927,3364,3190,3383,3755,excinuclease ABC subunit B
K03703,2315,1867,2209,2559,3112,2475,5400,2546,3894,1814,2098,2017,2921,2949,2861,1722,2146,2808,3144,2266,2341,2410,2682,excinuclease ABC subunit C
K03704,3515,3632,3341,3505,4868,4276,8365,4020,6822,2913,3413,3883,4759,4281,3302,2388,4407,4481,3648,3341,2784,2758,3497,"cold shock protein (beta-ribbon, CspA family)"
K03705,1264,1070,1163,1447,1673,1449,2735,1436,2221,915,1004,871,1411,1753,1315,619,1136,1348,1491,1075,1045,1125,1275,heat-inducible transcriptional repressor
K03706,0,0,0,0,0,0,0,0,0,0,8,10,0,37,7,11,0,0,0,0,0,0,0,transcriptional pleiotropic repressor
K03707,340,286,241,323,376,420,919,469,858,192,444,548,499,325,302,308,525,438,54,77,79,53,84,thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
K03708,0,0,0,0,0,0,0,0,0,0,8,19,11,55,8,61,17,0,0,0,0,0,0,transcriptional regulator of stress and heat shock response
K03709,1032,757,991,1119,1330,1043,2551,1103,1888,807,923,1086,1527,1259,1210,1045,1302,1148,967,790,717,760,764,"DtxR family transcriptional regulator, Mn-dependent transcriptional regulator"
K03710,1200,1222,503,961,2709,1209,3451,1276,2752,1741,2673,4857,3955,3266,1117,2196,3828,2555,761,915,769,629,688,GntR family transcriptional regulator
K03711,1008,1024,1162,1201,1759,1300,2957,1316,2260,881,1382,1612,2030,2002,1231,1102,1608,1541,1028,799,781,749,931,"Fur family transcriptional regulator, ferric uptake regulator"
K03712,0,0,0,0,0,0,0,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,"MarR family transcriptional regulator, multiple antibiotic resistance protein MarR"
K03713,0,0,0,0,0,0,0,0,3,3,4,6,10,46,0,30,8,0,0,0,2,0,0,"MerR family transcriptional regulator, glutamine synthetase repressor"
K03714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,glycoprotein 2-beta-D-xylosyltransferase [EC:2.4.2.38]
K03715,633,543,812,776,725,839,1658,886,1432,172,493,252,567,230,818,282,327,441,452,224,208,334,413,"1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]"
K03716,61,33,79,81,39,55,164,101,128,23,29,19,37,86,88,15,23,89,60,21,19,37,48,spore photoproduct lyase [EC:4.1.99.14]
K03717,0,0,7,7,3,2,3,3,0,19,0,0,0,54,3,0,0,26,113,64,56,82,108,"LysR family transcriptional regulator, transcriptional activator of nhaA"
K03718,299,200,405,311,511,233,618,324,516,315,489,668,711,616,309,766,594,779,277,314,296,205,222,"Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA"
K03719,398,408,262,359,920,504,991,480,743,595,811,1137,1229,1088,502,652,1082,1186,610,494,440,417,497,"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
K03720,0,0,4,0,4,0,3,0,0,0,0,0,0,5,4,3,9,0,0,0,2,0,3,"TrpR family transcriptional regulator, trp operon repressor"
K03721,27,16,29,26,12,5,28,22,30,14,5,43,13,66,30,12,19,10,24,12,13,21,19,"transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport"
K03722,1781,1530,1580,2037,2270,1951,3962,1948,2934,1037,1511,1257,2147,1844,2223,1169,1708,1813,2081,1202,1215,1468,1654,ATP-dependent DNA helicase DinG [EC:3.6.4.12]
K03723,3316,2500,2833,3551,4000,3535,7552,3516,5462,2822,2779,2663,4324,4283,3651,1742,2946,3137,4263,3221,3269,3332,3724,transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
K03724,4363,3545,4460,4839,5532,4421,9827,4964,7002,3764,4592,5162,6525,5453,4753,3414,4956,5705,5016,3836,4044,3875,4094,ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]
K03725,21,0,79,2,3,19,17,42,42,0,69,41,54,51,288,186,88,56,0,0,2,0,0,archaea-specific helicase [EC:3.6.1.-]
K03726,269,103,840,459,227,231,548,520,450,94,136,130,393,37,776,601,234,957,256,188,233,213,231,helicase [EC:3.6.4.-]
K03727,314,356,92,223,739,341,724,215,512,565,820,1245,1075,988,190,517,1044,545,121,252,260,104,97,ATP-dependent RNA helicase HelY [EC:3.6.4.-]
K03728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nuclear receptor subfamily 1 group D member 1
K03729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class B basic helix-loop-helix protein 2
K03730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class B basic helix-loop-helix protein 3
K03731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trehalose 6-phosphate phosphorylase [EC:2.4.1.216]
K03732,11,8,24,14,26,19,36,25,16,51,19,7,73,114,108,47,31,172,215,129,133,146,137,ATP-dependent RNA helicase RhlB [EC:3.6.4.13]
K03733,1395,1192,1552,1445,2237,1599,3611,1734,2849,860,1566,1784,2168,1606,1950,1474,2020,1758,1443,1067,1004,1092,1326,integrase/recombinase XerC
K03734,668,648,605,603,1489,672,1965,753,1384,882,1297,1754,1790,2245,559,1052,1597,1319,992,817,891,678,816,thiamine biosynthesis lipoprotein
K03735,497,461,324,591,589,540,1087,516,800,171,330,152,383,214,677,175,276,338,376,290,333,308,361,ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]
K03736,298,247,173,366,336,394,702,317,472,76,200,72,250,126,379,65,152,154,218,165,142,182,200,ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]
K03737,4439,3655,3345,4907,4171,5030,10804,5179,8096,2530,3031,2353,4712,3132,5625,1864,3498,2713,3220,1952,2170,2201,2468,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]
K03738,278,286,460,305,496,376,1054,471,475,414,391,568,733,422,353,271,448,371,448,328,272,269,343,aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
K03739,0,0,0,3,0,0,28,0,15,0,3,0,2,3,4,8,3,4,12,3,8,3,12,membrane protein involved in D-alanine export
K03740,0,0,0,0,0,0,6,8,9,0,3,0,3,4,0,8,0,4,11,0,0,0,6,D-alanine transfer protein
K03741,1167,1112,1681,1488,1595,1508,3357,1510,2568,601,749,807,1502,945,1864,1008,1000,1416,1003,706,671,775,888,arsenate reductase [EC:1.20.4.1]
K03742,962,858,1143,1283,1264,1329,2708,1318,1987,474,524,409,1007,866,1267,425,719,744,1184,632,693,819,1051,nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03743,159,185,82,162,409,190,404,153,343,241,283,355,402,528,163,169,374,452,263,274,213,231,215,nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03744,1554,1371,1504,1759,1673,1816,3629,1943,2958,736,680,319,1114,1150,1778,379,782,1211,1902,1258,1236,1437,1730,LemA protein
K03745,10,5,4,9,32,9,13,0,14,14,5,0,22,61,19,0,17,126,10,10,8,8,2,SlyX protein
K03746,84,61,51,42,139,54,115,106,140,31,81,28,92,119,14,69,168,232,36,65,64,17,45,DNA-binding protein H-NS
K03747,30,12,5,36,48,24,34,18,24,28,4,7,3,38,10,0,0,79,92,74,63,86,73,Smg protein
K03748,0,8,0,0,8,3,7,18,6,2,5,5,8,7,21,3,4,4,9,9,2,12,4,SanA protein
K03749,36,13,29,19,33,8,35,16,36,28,11,15,6,21,9,6,18,32,130,73,50,124,103,DedD protein
K03750,1513,1256,1544,1759,2138,1837,3968,1867,2940,1186,1375,1313,2089,2149,1709,1249,1700,2356,1794,1399,1375,1414,1596,molybdopterin molybdotransferase [EC:2.10.1.1]
K03752,704,667,736,792,993,761,1782,845,1349,362,539,526,804,749,705,363,591,769,799,546,547,610,684,molybdopterin-guanine dinucleotide biosynthesis protein A [EC:2.7.7.77]
K03753,179,137,199,200,242,217,404,267,336,133,176,109,189,226,203,172,158,309,331,224,224,279,287,molybdopterin-guanine dinucleotide biosynthesis protein B
K03754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,translation initiation factor eIF-2B subunit beta
K03755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AraC family transcriptional regulator, transcriptional activator of adiA"
K03756,55,51,11,39,43,54,133,50,80,28,31,25,23,25,3,16,52,29,50,48,34,34,50,putrescine:ornithine antiporter
K03757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cadaverine:lysine antiporter
K03758,12,12,10,25,0,10,34,16,26,5,14,3,7,31,12,3,6,13,10,21,20,3,17,arginine:ornithine antiporter / lysine permease
K03759,31,19,3,18,25,12,50,21,56,9,9,7,17,14,9,0,30,30,2,11,11,7,7,arginine:agmatine antiporter
K03760,0,3,0,5,4,9,19,3,0,9,2,2,2,2,2,0,4,32,39,16,13,25,18,lipid A ethanolaminephosphotransferase [EC:2.7.8.-]
K03761,58,91,42,60,100,81,120,29,131,29,23,8,35,78,11,8,58,105,46,157,56,31,59,"MFS transporter, MHS family, alpha-ketoglutarate permease"
K03762,224,267,143,300,349,351,534,246,430,164,156,89,222,233,103,57,129,331,303,252,244,251,250,"MFS transporter, MHS family, proline/betaine transporter"
K03763,3,7,38,11,34,24,16,14,16,6,66,48,85,185,101,74,22,9,15,8,21,34,30,"DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]"
K03764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,"MetJ family transcriptional regulator, methionine regulon repressor"
K03765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,10,transcriptional activator of cad operon
K03766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"beta-1,3-N-acetylglucosaminyltransferase 5 [EC:2.4.1.206]"
K03767,1270,1115,1290,1460,1411,1591,3148,1538,2413,613,744,646,1176,1101,1546,461,886,1069,1242,653,725,924,984,peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
K03768,336,266,229,305,707,335,856,297,623,463,564,563,790,980,458,555,681,711,819,570,620,627,636,peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
K03769,255,310,357,328,408,397,801,356,687,266,160,136,332,473,356,157,246,516,705,501,413,534,607,peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]
K03770,1160,1027,1216,1412,1243,1410,2798,1481,2166,613,610,323,921,781,1393,313,628,1012,1607,934,913,1167,1336,peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]
K03771,1655,1448,1696,1906,1654,2152,3797,2055,2975,644,787,386,1153,822,2090,455,777,1109,1762,1058,997,1409,1423,peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]
K03772,375,332,347,424,384,452,804,478,719,160,116,90,169,202,415,50,94,335,462,220,202,334,389,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
K03773,457,421,407,614,524,626,1217,624,978,180,166,123,243,178,633,103,173,254,469,261,254,399,458,FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]
K03774,3,0,0,0,2,3,6,4,0,7,0,0,0,0,0,0,0,0,8,5,0,7,2,FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]
K03775,95,47,247,146,199,101,246,159,136,84,66,27,138,93,265,263,107,530,287,172,155,186,247,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]
K03776,16,18,5,12,19,16,43,15,22,36,3,6,12,112,23,6,2,12,49,21,11,19,19,aerotaxis receptor
K03777,51,156,82,128,73,165,203,86,150,85,17,20,117,75,87,67,69,365,36,47,46,22,45,D-lactate dehydrogenase [EC:1.1.1.28]
K03778,48,29,53,66,86,40,77,38,50,22,37,40,40,47,121,97,32,31,64,44,48,73,85,D-lactate dehydrogenase [EC:1.1.1.28]
K03779,50,68,41,79,94,52,139,62,97,114,24,15,30,274,20,3,23,79,346,296,287,249,296,L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]
K03780,41,45,34,66,84,47,115,41,94,108,22,16,24,238,11,0,34,64,190,242,173,169,229,L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]
K03781,667,751,436,772,1114,935,1732,681,1211,672,739,626,1268,1293,693,495,627,562,411,463,333,244,272,catalase [EC:1.11.1.6]
K03782,3529,2835,3279,4027,3657,3802,7290,4227,5523,2465,2605,2131,3477,2960,3620,1872,2761,3058,2954,2143,2214,2338,2468,catalase-peroxidase [EC:1.11.1.21]
K03783,787,661,750,826,1015,861,2037,902,1534,441,601,699,1048,897,1060,492,763,580,781,487,385,532,601,purine-nucleoside phosphorylase [EC:2.4.2.1]
K03784,7,2,22,15,30,0,41,15,20,98,13,22,84,292,28,18,59,46,111,135,149,83,94,purine-nucleoside phosphorylase [EC:2.4.2.1]
K03785,56,26,134,44,61,40,93,79,48,23,43,38,61,34,194,107,39,81,133,76,106,93,94,3-dehydroquinate dehydratase I [EC:4.2.1.10]
K03786,365,382,272,352,662,429,916,353,768,443,456,472,701,899,348,425,590,757,642,527,492,491,554,3-dehydroquinate dehydratase II [EC:4.2.1.10]
K03787,574,494,747,722,678,643,1485,641,1083,373,290,246,465,616,818,391,407,774,890,604,636,754,821,5'-nucleotidase [EC:3.1.3.5]
K03788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,acid phosphatase (class B) [EC:3.1.3.2]
K03789,1082,887,1437,1458,1504,1174,2769,1498,2251,636,735,826,1216,1266,1488,845,918,1594,1225,870,776,950,1135,ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]
K03790,679,707,646,858,1462,814,1869,851,1525,767,1162,1450,1837,1628,872,981,1431,1513,764,635,653,529,638,ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]
K03791,59,37,30,33,63,36,69,33,84,9,4,4,22,10,80,12,26,32,41,23,28,26,26,putative chitinase
K03792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 10) [EC:2.4.99.10]"
K03793,551,429,558,732,581,686,1445,820,1184,173,270,133,435,238,769,132,245,501,690,305,351,500,584,pteridine reductase [EC:1.5.1.33]
K03794,0,0,0,0,5,0,0,0,0,0,0,0,0,45,7,0,0,0,0,2,0,0,0,sirohydrochlorin ferrochelatase [EC:4.99.1.4]
K03795,103,67,103,137,184,94,223,125,192,48,86,84,117,117,211,166,83,145,203,141,131,187,238,sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
K03796,0,0,4,2,0,0,4,0,0,0,0,0,0,2,3,0,0,26,2,5,0,3,2,Bax protein
K03797,2978,2873,3312,3621,3646,3726,7338,3771,5908,1858,1779,1082,2559,2638,3586,1218,1908,2752,4154,2787,2773,3132,3439,carboxyl-terminal processing protease [EC:3.4.21.102]
K03798,4449,3741,3921,4748,6349,4885,9483,4478,7237,4224,4369,4094,6106,6316,4009,3044,4927,4950,5660,4747,5025,4439,4792,cell division protease FtsH [EC:3.4.24.-]
K03799,1569,1349,1810,1699,1976,1714,3751,1936,2740,1104,1398,1478,2002,1977,1652,1338,1507,2085,1640,1389,1322,1188,1374,heat shock protein HtpX [EC:3.4.24.-]
K03800,160,107,387,210,385,149,462,262,324,62,250,176,340,291,485,409,318,555,267,144,140,145,220,lipoate-protein ligase A [EC:2.7.7.63]
K03801,835,725,1110,1037,1196,1016,2297,1270,1860,571,572,641,1025,1099,1033,597,860,1331,1204,794,743,733,967,lipoyl(octanoyl) transferase [EC:2.3.1.181]
K03802,72,52,14,44,238,77,207,61,156,114,211,354,303,344,110,122,229,100,289,245,233,249,199,cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]
K03803,8,5,14,7,8,9,2,5,5,23,0,3,0,2,0,4,0,0,8,0,3,5,8,sigma-E factor negative regulatory protein RseC
K03804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromosome partition protein MukE
K03805,5,3,0,5,2,2,3,0,7,0,0,0,0,11,0,0,0,75,17,13,5,11,13,thiol:disulfide interchange protein DsbG
K03806,32,0,4,19,37,21,15,21,34,28,9,0,5,34,4,0,3,72,122,51,53,80,86,AmpD protein
K03807,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,109,8,0,4,0,0,AmpE protein
K03808,114,108,57,141,125,167,288,183,288,45,80,93,134,156,183,96,113,432,224,110,102,114,165,paraquat-inducible protein A
K03809,237,311,147,219,262,297,511,181,351,171,93,65,264,233,274,170,117,355,237,195,184,186,180,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K03810,3,7,0,0,6,0,15,4,5,4,6,22,9,43,2,4,16,13,28,5,4,13,11,virulence factor
K03811,36,3,47,51,16,21,53,42,31,10,3,0,38,175,106,34,16,34,84,49,49,57,55,nicotinamide mononucleotide transporter
K03812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ribosome modulation factor
K03813,3,6,0,2,9,4,17,13,12,15,3,2,29,7,26,2,38,5,0,0,3,3,0,molybdenum transport protein [EC:2.4.2.-]
K03814,700,559,445,729,726,767,1622,687,1155,331,356,153,517,461,793,196,281,578,762,505,438,621,632,monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]
K03815,3,0,7,3,0,3,6,3,4,16,0,0,0,45,70,8,0,0,17,39,19,7,8,xanthosine phosphorylase [EC:2.4.2.-]
K03816,0,0,8,0,0,2,0,0,0,6,3,7,0,34,15,0,3,8,7,0,0,5,7,xanthine phosphoribosyltransferase [EC:2.4.2.22]
K03817,18,28,61,32,38,35,118,29,72,25,56,23,52,69,85,102,26,42,22,14,17,25,30,ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]
K03818,9,14,26,17,55,18,58,34,58,15,5,2,44,16,112,30,19,12,78,53,44,50,68,putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]
K03819,0,0,0,1,0,4,0,0,3,9,3,0,0,0,0,3,3,4,1,3,2,4,0,putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]
K03820,1841,1696,1736,1927,2590,2012,4285,2096,3378,1220,1913,2321,2567,1895,1992,1129,2120,2027,2006,1265,1209,1430,1695,apolipoprotein N-acyltransferase [EC:2.3.1.-]
K03821,2621,2570,1524,2314,4005,2582,6234,2249,4803,2777,3817,5189,4709,3755,1154,2188,4873,3860,1994,2402,2244,1536,1883,polyhydroxyalkanoate synthase [EC:2.3.1.-]
K03822,37,51,3,46,114,82,133,11,66,114,45,75,156,179,2,25,75,56,31,86,66,10,11,putative long chain acyl-CoA synthase [EC:6.2.1.-]
K03823,534,572,602,710,874,724,1642,726,1280,441,512,580,895,921,798,500,633,1035,776,587,588,545,662,phosphinothricin acetyltransferase [EC:2.3.1.183]
K03824,50,52,40,43,149,64,157,41,127,78,159,185,121,397,146,113,178,179,46,64,70,19,41,putative acetyltransferase [EC:2.3.1.-]
K03825,29,28,56,46,75,28,100,65,81,73,60,67,147,184,43,90,110,140,94,69,66,73,79,putative acetyltransferase [EC:2.3.1.-]
K03826,0,3,6,0,2,0,12,0,4,2,0,0,11,9,28,3,0,3,3,5,2,8,7,putative acetyltransferase [EC:2.3.1.-]
K03827,43,69,33,74,90,78,132,45,96,55,20,32,35,93,8,15,24,93,84,149,89,68,64,putative acetyltransferase [EC:2.3.1.-]
K03828,21,11,16,24,60,25,31,16,26,19,8,5,7,46,14,13,10,87,24,15,15,7,27,putative acetyltransferase [EC:2.3.1.-]
K03829,107,100,53,113,200,157,175,101,167,91,167,213,194,181,155,131,145,212,156,117,114,107,139,putative acetyltransferase [EC:2.3.1.-]
K03830,100,133,74,94,197,126,238,64,182,153,123,178,182,209,31,68,176,188,109,125,143,85,120,putative acetyltransferase [EC:2.3.1.-]
K03831,22,16,16,23,58,38,64,40,43,36,16,8,70,31,108,45,27,11,133,94,78,90,130,molybdopterin adenylyltransferase [EC:2.7.7.75]
K03832,3807,3174,3559,4223,3940,4582,9150,4719,7223,1489,1501,769,2339,1643,4076,738,1605,2376,3355,1795,1795,2374,3174,periplasmic protein TonB
K03833,1438,1254,1535,1683,1987,1847,3748,1812,2607,806,1169,1174,1621,1204,1402,611,1222,1157,1222,861,821,925,1117,selenocysteine-specific elongation factor
K03834,0,2,34,3,3,2,15,10,0,0,0,0,13,2,14,3,0,17,33,7,7,5,16,tyrosine-specific transport protein
K03835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tryptophan-specific transport protein
K03836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low affinity tryptophan permease
K03837,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,serine transporter
K03838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,threonine transporter
K03839,41,24,82,48,55,37,121,76,96,37,28,13,83,10,110,101,59,122,3,0,8,6,4,flavodoxin I
K03840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flavodoxin II
K03841,288,289,327,361,329,309,820,337,560,214,346,585,459,307,478,286,456,564,380,219,256,330,335,"fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
