KO	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	Fxn
K03782	4683	3541	3494	2575	2979	2932	3058	3837	3839	3671	3441	3001	4781	4565	5209	4848	3539	2934	82	3713	3802	5764	4631	2410	catalase-peroxidase [EC:1.11.1.21]
K03783	1418	1085	1040	1056	1074	1563	1064	1366	1296	1321	1197	1326	2133	2157	2145	2077	1314	1071	73	450	1382	2331	1534	1218	purine-nucleoside phosphorylase [EC:2.4.2.1]
K03784	562	246	243	174	220	262	302	363	391	341	283	188	925	1016	918	1017	515	459	10	182	491	1311	591	485	purine-nucleoside phosphorylase [EC:2.4.2.1]
K03785	77	127	53	136	81	124	189	187	263	329	177	312	343	284	344	195	261	220	55	2497	280	444	140	127	3-dehydroquinate dehydratase I [EC:4.2.1.10]
K03786	1484	1224	1016	856	1149	1559	772	1078	926	901	847	995	1970	1826	1873	2102	1361	1113	24	331	1227	2225	1643	915	3-dehydroquinate dehydratase II [EC:4.2.1.10]
K03787	2037	1710	1524	1367	1631	1754	1393	1958	1963	2005	1642	1845	2528	2150	2708	2379	1902	1518	57	5113	1845	3408	1945	1338	5'-nucleotidase [EC:3.1.3.5]
K03788	0	0	1	1	0	0	1	0	2	0	2	0	0	2	0	1	0	0	0	0	3	1	0	0	acid phosphatase (class B) [EC:3.1.3.2]
K03789	1160	1002	794	819	1062	1343	797	1001	960	1062	836	928	1370	1382	1624	1517	1008	1022	225	4103	1047	2218	1008	734	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]
K03790	1475	1324	993	695	1113	1273	474	694	671	510	597	517	1228	1359	1398	1448	752	939	183	253	861	2245	892	774	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]
K03791	100	113	77	86	128	115	82	84	79	104	77	166	55	71	56	58	59	25	48	21	72	110	66	56	putative chitinase
K03793	519	564	479	465	562	553	385	510	439	398	378	354	641	493	636	474	468	274	10	74	427	529	709	244	pteridine reductase [EC:1.5.1.33]
K03794	8	17	12	6	5	11	9	3	3	1	0	12	1	1	0	0	2	0	1	1	1	3	2	4	sirohydrochlorin ferrochelatase [EC:4.99.1.4]
K03795	299	419	375	244	343	224	98	121	143	208	91	181	328	312	493	240	314	372	16	3455	391	619	373	245	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
K03796	307	304	254	281	373	588	280	347	368	379	315	364	490	377	436	478	375	277	84	101	343	453	464	212	Bax protein
K03797	6482	5758	5493	4780	5245	5703	4515	5469	5294	5056	5046	4507	6517	7271	6207	6830	4240	3286	438	1523	4949	7493	5237	3820	carboxyl-terminal processing protease [EC:3.4.21.102]
K03798	5830	5462	5006	5155	5350	5962	4685	5886	5553	5479	5519	5228	6564	7011	6368	6951	4849	3622	369	1822	5238	8195	5563	3624	cell division protease FtsH [EC:3.4.24.-]
K03799	1653	1550	1391	1520	1722	2181	1449	1976	1914	2164	1481	1941	2415	2213	3136	2035	2281	1922	135	6331	2086	3309	1770	1100	heat shock protein HtpX [EC:3.4.24.-]
K03800	691	632	527	702	595	1194	808	1196	1221	1304	981	1190	1663	1731	1583	1496	1082	840	132	3214	1259	1809	930	832	lipoate-protein ligase A [EC:2.7.7.63]
K03801	1639	1278	1189	1041	1348	1890	805	1286	1038	977	898	1028	1880	1945	1917	2235	1384	1049	83	362	1302	2279	1802	997	lipoyl(octanoyl) transferase [EC:2.3.1.181]
K03802	1587	1173	1060	548	677	457	1010	1087	1034	961	947	503	601	622	571	558	405	335	85	172	547	774	573	381	cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]
K03803	227	95	103	131	130	369	363	452	474	467	391	345	752	665	515	678	345	220	117	77	339	674	427	351	sigma-E factor negative regulatory protein RseC
K03804	6	15	7	11	16	15	10	13	10	6	4	7	8	6	18	14	13	3	0	6	26	14	19	7	chromosome partition protein MukE
K03805	10	11	13	64	39	111	2	106	7	44	7	197	123	90	30	32	57	46	3	27	33	36	31	17	thiol:disulfide interchange protein DsbG
K03806	247	296	197	194	281	433	242	314	235	170	193	239	229	163	165	200	154	80	7	55	127	200	180	88	AmpD protein
K03807	183	113	111	98	129	133	141	244	169	115	117	179	371	292	299	348	267	210	17	66	164	290	276	113	AmpE protein
K03808	939	739	644	351	542	392	844	1008	900	730	808	415	296	303	451	391	273	317	26	71	342	802	461	191	paraquat-inducible protein A
K03809	695	443	419	510	543	893	714	1065	859	832	918	981	1450	1172	1375	1427	965	775	30	280	909	1373	1154	559	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K03810	30	54	27	33	40	38	45	43	39	45	40	42	313	189	222	202	118	59	7	57	110	203	104	153	virulence factor
K03811	485	396	309	219	243	260	324	425	383	365	307	188	501	621	479	571	358	295	11	95	352	433	461	257	nicotinamide mononucleotide transporter
K03812	22	15	9	5	5	14	21	10	15	5	11	9	112	155	62	97	87	74	0	5	78	60	92	18	ribosome modulation factor
K03813	1	0	2	10	5	9	2	8	3	13	7	5	91	47	20	26	22	11	0	2	24	30	53	7	molybdenum transport protein [EC:2.4.2.-]
K03814	916	796	673	515	705	760	716	848	833	745	698	629	1329	1189	1246	1280	907	971	72	180	827	1657	1039	564	monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]
K03815	48	47	59	24	33	11	29	16	12	15	12	11	2	5	8	4	7	1	6	2	27	25	26	8	xanthosine phosphorylase [EC:2.4.2.-]
K03816	184	110	100	71	56	109	168	198	177	146	121	80	236	318	160	236	74	140	20	57	67	277	52	117	xanthine phosphoribosyltransferase [EC:2.4.2.22]
K03817	179	140	120	108	135	227	48	66	54	53	55	72	197	131	219	137	112	47	10	40	150	220	124	158	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]
K03818	196	83	104	97	90	190	101	126	105	114	136	187	128	147	168	180	151	34	8	37	171	282	267	129	putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]
K03819	19	1	2	3	4	1	5	2	6	13	1	7	2	1	0	2	3	3	0	8	3	3	1	0	putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]
K03820	2452	2122	2033	2008	2257	2734	2214	2797	2728	2740	2592	2263	4020	3879	3538	3641	2695	1983	277	775	2900	4637	3063	1954	apolipoprotein N-acyltransferase [EC:2.3.1.-]
K03821	2030	2027	1927	1254	1901	1437	909	1101	1107	1218	1025	1002	2236	2224	3468	2891	2279	2167	83	2291	1911	4360	2490	1122	polyhydroxyalkanoate synthase [EC:2.3.1.-]
K03822	98	121	105	56	87	73	50	51	37	29	41	52	8	4	18	12	5	6	0	8	16	19	8	8	putative long chain acyl-CoA synthase [EC:6.2.1.-]
K03823	996	987	837	670	1000	944	342	527	509	557	445	546	795	731	817	705	480	489	34	213	550	1343	546	456	phosphinothricin acetyltransferase [EC:2.3.1.183]
K03824	510	493	442	283	323	267	504	680	595	507	515	360	796	632	800	793	539	485	25	132	478	841	556	277	putative acetyltransferase [EC:2.3.1.-]
K03825	184	121	103	54	69	64	56	79	74	56	61	42	62	69	57	72	13	27	24	3	25	89	32	10	putative acetyltransferase [EC:2.3.1.-]
K03826	117	89	96	62	65	54	50	84	65	87	69	61	368	394	291	361	156	89	5	39	115	412	120	131	putative acetyltransferase [EC:2.3.1.-]
K03827	60	54	51	30	54	59	20	8	14	18	24	15	51	53	72	71	24	90	12	21	52	139	41	34	putative acetyltransferase [EC:2.3.1.-]
K03828	302	188	152	96	143	156	100	106	131	117	104	75	50	95	110	68	30	36	16	16	61	139	87	94	putative acetyltransferase [EC:2.3.1.-]
K03829	313	285	258	109	216	160	144	207	165	125	108	100	315	356	449	405	265	335	12	53	247	628	287	179	putative acetyltransferase [EC:2.3.1.-]
K03830	247	205	158	72	139	114	30	78	72	112	67	117	142	84	197	109	105	115	17	138	129	293	118	92	putative acetyltransferase [EC:2.3.1.-]
K03831	134	157	135	96	105	109	58	101	73	60	103	49	19	27	55	31	39	23	1	19	63	84	62	39	molybdopterin adenylyltransferase [EC:2.7.7.75]
K03832	2773	2322	1926	1955	2281	3113	1911	2339	2223	2232	1988	2242	4889	4497	3729	4380	3284	2582	1057	735	2945	4201	3522	1869	periplasmic protein TonB
K03833	1384	1528	1343	1402	1494	1381	1525	1799	1766	1720	1762	1398	1246	1058	939	927	593	413	46	324	821	1256	731	598	selenocysteine-specific elongation factor
K03834	51	78	63	66	108	67	29	79	44	38	48	54	44	93	64	119	38	42	16	47	112	192	43	67	tyrosine-specific transport protein
K03835	11	11	12	14	12	8	5	7	6	2	6	3	0	0	0	0	1	0	0	0	1	3	1	0	tryptophan-specific transport protein
K03837	2	2	3	1	0	0	3	2	8	5	4	2	2	1	4	5	1	0	0	1	6	8	2	2	serine transporter
K03839	88	51	68	116	119	380	176	204	210	217	192	227	379	375	336	543	204	107	18	44	308	351	334	246	flavodoxin I
K03840	9	24	9	10	7	11	0	3	0	2	4	2	2	3	4	4	1	4	0	2	4	17	3	4	flavodoxin II
K03841	1317	1133	905	836	1046	1301	822	1013	980	1101	874	1183	1292	1290	1389	1095	1083	852	33	3822	1075	1359	949	602	"fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
K03842	10	10	19	14	22	9	3	2	4	3	6	3	0	0	3	2	1	1	13	4	3	13	3	4	"beta-1,4-mannosyltransferase [EC:2.4.1.142]"
K03843	21	17	10	10	12	6	8	4	2	11	9	6	6	2	9	6	5	3	4	27	11	21	13	3	"alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]"
K03844	1	0	3	3	1	3	4	3	1	2	4	4	0	0	5	0	2	4	10	0	0	14	2	3	"alpha-1,2-mannosyltransferase [EC:2.4.1.131]"
K03845	0	1	1	1	1	1	1	2	0	3	1	1	0	0	1	0	0	0	0	0	0	5	2	3	"alpha-1,3-mannosyltransferase [EC:2.4.1.258]"
K03846	1	1	3	2	2	1	0	7	3	0	1	0	0	0	1	0	0	0	0	4	2	2	2	1	"alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]"
K03847	2	1	1	0	2	4	4	1	1	1	3	1	0	0	0	0	1	2	0	0	1	7	1	1	"alpha-1,6-mannosyltransferase [EC:2.4.1.260]"
K03848	0	1	1	3	2	0	2	2	3	0	4	1	0	0	0	0	2	0	0	0	0	4	0	0	"alpha-1,3-glucosyltransferase [EC:2.4.1.267]"
K03849	2	1	1	1	0	2	1	0	1	1	3	2	0	1	0	0	0	0	0	2	4	11	2	2	"alpha-1,3-glucosyltransferase [EC:2.4.1.265]"
K03850	7	5	4	1	5	1	24	32	21	8	22	7	0	0	0	0	0	0	1	2	0	17	0	5	"alpha-1,2-glucosyltransferase [EC:2.4.1.256]"
K03851	283	149	167	64	73	96	145	166	166	150	187	116	528	481	829	583	414	521	1	106	401	1099	567	280	taurine-pyruvate aminotransferase [EC:2.6.1.77]
K03852	593	572	475	338	423	353	345	386	421	392	346	264	649	653	1281	981	648	644	3	196	600	1740	812	558	sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]
K03854	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	mannosyltransferase [EC:2.4.1.-]
K03855	59	43	35	48	70	107	28	82	45	58	35	192	334	238	221	196	263	158	1	37	162	185	157	54	ferredoxin like protein
K03856	1495	1498	1365	1694	1559	2087	1432	1775	1861	1762	1661	1638	1415	1388	1159	1128	826	576	19	445	1212	1704	1095	869	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
K03857	2	2	1	5	7	2	2	6	0	5	5	3	4	7	3	4	3	3	2	1	5	6	3	4	"phosphatidylinositol glycan, class A [EC:2.4.1.198]"
K03858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	"phosphatidylinositol glycan, class H"
K03859	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	15	0	2	0	0	0	"phosphatidylinositol glycan, class C"
K03860	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"phosphatidylinositol glycan, class Q"
K03861	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	"phosphatidylinositol glycan, class P"
K03862	353	609	481	345	558	321	55	86	79	45	73	49	36	23	65	70	32	42	0	33	50	221	75	149	vanillate O-demethylase monooxygenase subunit [EC:1.14.13.82]
K03863	112	145	156	106	183	164	31	41	22	18	43	29	20	14	28	21	11	7	1	5	11	45	23	14	vanillate O-demethylase ferredoxin subunit [EC:1.14.13.82]
K03867	2	3	4	6	4	3	3	7	7	4	7	4	1	3	1	3	2	0	1	1	3	7	2	0	UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-]
K03868	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	RING-box protein 1
K03869	5	2	5	1	4	4	4	5	4	5	3	2	0	0	2	0	4	0	1	5	9	12	5	10	cullin 3
K03870	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	cullin 2
K03871	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	von Hippel-Lindau disease tumor supressor
K03872	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	10	0	1	6	0	0	"transcription elongation factor B, polypeptide 1"
K03874	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	other hect domain ubiquitin protein ligase E3 [EC:2.3.2.26]
K03875	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)
K03876	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	BTB domain ubiquitin protein ligase cofactor
K03878	1	13	5	17	3	20	4	3	0	9	5	1	3	7	5	0	25	0	0	16	13	17	1	15	NADH-ubiquinone oxidoreductase chain 1 [EC:1.6.5.3]
K03879	0	30	9	16	15	31	0	0	0	1	5	1	5	8	5	1	19	2	1	14	5	2	1	7	NADH-ubiquinone oxidoreductase chain 2 [EC:1.6.5.3]
K03880	0	19	4	0	3	7	2	1	7	8	5	5	4	3	1	0	3	0	0	2	1	2	0	1	NADH-ubiquinone oxidoreductase chain 3 [EC:1.6.5.3]
K03881	5	19	10	21	15	31	19	14	16	13	16	5	10	17	23	2	20	8	0	17	36	36	18	19	NADH-ubiquinone oxidoreductase chain 4 [EC:1.6.5.3]
K03882	0	9	6	10	4	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	2	0	NADH-ubiquinone oxidoreductase chain 4L [EC:1.6.5.3]
K03883	25	47	21	34	23	26	18	11	11	20	29	9	21	33	71	23	29	16	2	53	74	97	48	40	NADH-ubiquinone oxidoreductase chain 5 [EC:1.6.5.3]
K03884	0	7	2	11	3	10	1	0	1	0	0	0	0	7	1	3	17	2	0	17	6	2	0	1	NADH-ubiquinone oxidoreductase chain 6 [EC:1.6.5.3]
K03885	2423	2369	2091	1660	2037	1951	833	1245	1302	1631	1104	1881	3270	2650	3355	2626	2355	1883	97	5823	2418	3528	2445	1509	NADH dehydrogenase [EC:1.6.99.3]
K03886	150	101	97	248	141	334	60	119	90	103	105	224	4	7	9	4	12	16	0	5	22	41	15	11	menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]
K03887	123	50	59	75	58	64	75	152	136	125	143	93	2	2	3	4	1	0	1	8	7	9	1	3	menaquinol-cytochrome c reductase cytochrome b subunit
K03888	70	29	25	49	31	53	38	83	51	53	43	71	2	0	0	1	1	0	0	2	6	15	0	0	menaquinol-cytochrome c reductase cytochrome b/c subunit
K03889	140	87	105	95	115	122	49	49	51	37	33	42	11	5	23	6	5	10	4	5	21	47	4	32	ubiquinol-cytochrome c reductase cytochrome c subunit
K03890	118	45	29	61	66	93	7	10	7	12	5	50	4	1	18	3	9	8	12	5	21	91	7	31	ubiquinol-cytochrome c reductase iron-sulfur subunit
K03891	208	80	54	137	112	167	6	20	12	6	11	13	10	6	19	9	13	14	4	16	19	126	12	45	ubiquinol-cytochrome c reductase cytochrome b subunit
K03892	2679	2450	2048	2253	2657	3781	2541	3235	3143	2876	2595	2277	4112	4347	3888	4083	2524	2264	426	2199	2753	4888	2978	2012	ArsR family transcriptional regulator
K03893	16	35	34	64	69	107	27	103	54	64	73	157	5	7	16	12	9	9	1	23	27	36	14	9	arsenical pump membrane protein
K03894	7	4	2	2	0	7	0	0	0	5	1	3	3	1	2	0	1	0	0	0	4	0	0	0	N2-citryl-N6-acetyl-N6-hydroxylysine synthase [EC:6.3.2.38]
K03895	8	1	3	0	2	1	0	0	3	3	0	0	5	2	1	0	0	0	0	1	7	3	1	1	aerobactin synthase [EC:6.3.2.39]
K03896	5	0	0	0	2	2	0	0	1	0	0	0	6	1	1	0	0	0	0	0	3	1	0	0	acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102]
K03897	21	35	4	4	6	7	2	5	2	10	6	17	5	4	24	4	20	11	1	41	41	46	9	4	lysine N6-hydroxylase [EC:1.14.13.59]
K03899	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	coagulation factor VIII
K03902	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	coagulation factor V (labile factor)
K03909	2	0	1	2	3	0	4	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	tissue factor pathway inhibitor
K03910	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	alpha-2-macroglobulin
K03911	0	1	1	0	3	0	1	2	2	1	0	2	0	0	1	0	0	0	0	0	2	3	1	0	antithrombin III
K03912	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	heparin cofactor II
K03913	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	protein C inhibitor
K03918	276	324	266	283	260	504	159	246	192	272	186	383	640	591	345	478	374	313	2	125	328	391	282	148	L-lysine 6-transaminase [EC:2.6.1.36]
K03919	210	224	175	99	162	158	17	76	34	35	30	66	368	422	550	558	385	375	5	75	306	848	464	246	alkylated DNA repair protein (DNA oxidative demethylase) [EC:1.14.11.33]
K03921	347	230	192	119	157	358	70	183	123	126	103	130	56	109	81	46	31	30	0	30	85	208	49	99	acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]
K03922	1	3	0	3	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]
K03923	42	7	20	6	5	1	25	37	36	27	40	16	126	130	79	130	66	96	2	12	32	81	60	29	modulator of drug activity B
K03924	8415	8370	7286	5558	6583	6144	5500	6949	6392	6762	6009	5750	5007	4457	6255	4856	4540	3348	117	8131	5834	8556	5556	3605	MoxR-like ATPase [EC:3.6.3.-]
K03925	1406	1173	971	943	1124	1551	948	1338	1200	1095	928	961	2139	2068	1959	2121	1354	1288	59	388	1285	2561	1557	996	MraZ protein
K03926	400	604	399	441	579	724	439	705	594	635	517	664	976	954	980	932	856	693	25	615	714	1128	762	395	periplasmic divalent cation tolerance protein
K03927	3	19	23	20	24	17	2	27	14	21	11	45	2	0	2	5	5	0	1	2	9	5	3	3	carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]
K03928	372	271	209	198	238	303	263	301	303	303	255	194	335	293	285	280	212	137	44	100	211	529	239	239	carboxylesterase [EC:3.1.1.1]
K03929	1957	2581	2232	2045	2580	2275	926	1394	1164	1293	1354	1627	331	354	338	387	440	148	45	117	457	509	317	237	para-nitrobenzyl esterase [EC:3.1.1.-]
K03930	5	1	1	9	1	4	4	3	11	13	11	9	1	8	2	1	4	0	0	1	1	8	0	1	putative tributyrin esterase [EC:3.1.1.-]
K03931	50	42	66	140	138	192	84	142	158	192	154	192	75	77	82	52	60	22	3	22	123	103	160	87	putative isomerase
K03932	870	895	721	452	679	644	462	532	486	415	484	365	1032	1146	800	862	542	640	144	133	495	970	602	325	polyhydroxybutyrate depolymerase
K03933	60	61	57	38	49	34	40	50	52	51	55	37	24	30	21	29	35	13	149	43	51	68	25	62	chitin-binding protein
K03934	7	9	20	7	8	12	6	7	7	5	6	3	4	14	11	3	2	2	14	19	26	49	19	15	NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]
K03935	13	24	17	19	13	24	18	21	9	12	16	10	18	15	26	10	17	16	0	14	38	69	29	19	NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]
K03936	5	8	6	3	2	6	1	2	4	6	5	2	7	9	5	3	1	6	0	11	13	39	2	10	NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3]
K03937	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	10	1	2	4	0	1	NADH dehydrogenase (ubiquinone) Fe-S protein 4
K03939	14	16	38	11	26	19	2	2	0	1	0	8	4	0	3	0	1	0	12	4	2	0	10	2	NADH dehydrogenase (ubiquinone) Fe-S protein 6
K03940	3	1	0	4	2	5	5	3	7	12	5	2	4	2	2	1	2	3	13	1	1	4	0	1	NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3]
K03941	11	13	6	4	8	5	8	8	9	8	3	7	0	2	3	1	5	0	13	2	3	12	0	2	NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3]
K03942	15	25	20	4	14	3	0	8	8	7	9	7	1	2	1	2	8	0	16	4	2	9	2	3	NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]
K03943	104	144	114	106	141	286	34	45	52	67	56	102	17	68	15	62	19	15	24	14	20	38	23	19	NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3]
K03945	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 1
K03946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 2
K03949	1	2	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5
K03950	0	2	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	2	11	0	1	0	0	0	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6
K03952	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8
K03953	4	1	0	2	1	0	2	1	0	0	2	1	1	0	0	0	0	0	1	0	0	0	2	0	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9
K03954	1	0	1	7	1	5	9	10	9	6	10	9	0	0	1	1	0	0	0	0	0	6	0	1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10
K03955	26	9	19	26	21	29	5	11	2	5	4	2	38	41	87	52	44	20	12	15	37	20	59	40	NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1
K03963	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7
K03965	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	1	2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9
K03969	784	817	663	561	588	579	737	1062	847	975	728	925	986	868	1090	962	883	798	15	4056	862	1241	908	506	phage shock protein A
K03970	148	116	110	56	80	67	147	222	154	144	131	124	310	290	311	361	251	217	6	34	194	293	334	130	phage shock protein B
K03972	160	112	58	60	80	76	71	92	89	85	83	52	274	341	176	206	230	175	66	22	170	186	242	62	phage shock protein E
K03973	484	415	310	343	284	591	448	688	530	523	495	461	1252	1223	967	1247	693	550	147	184	574	890	687	421	phage shock protein C
K03974	418	394	387	239	314	242	588	622	539	492	460	362	390	346	371	491	320	257	13	75	285	396	441	215	psp operon transcriptional activator
K03975	129	144	105	262	203	497	98	174	103	106	102	139	17	19	29	37	29	11	36	15	24	48	21	26	membrane-associated protein
K03976	397	244	211	197	221	466	188	265	221	171	213	146	138	218	137	142	81	81	39	36	99	173	106	54	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]
K03977	3421	2870	2919	2433	3033	3263	2389	3025	2843	2908	2832	2444	3154	3671	3254	3657	2219	1703	98	943	2571	4376	2916	2111	GTPase
K03978	1280	1154	1001	885	1123	1582	923	1217	1160	1147	1094	1012	2212	2259	2083	2314	1419	1389	57	327	1373	2417	1571	992	GTP-binding protein
K03979	2735	2175	2018	1982	2262	2470	1760	2327	2149	2205	2118	1989	2955	3387	2923	3202	2146	1533	156	711	2308	3881	2480	1702	GTPase [EC:3.6.5.-]
K03980	3219	2808	2695	2365	2753	2935	2405	3011	2799	2641	2821	2297	2365	2259	2440	2530	1745	1144	127	806	1968	3914	2048	1467	putative peptidoglycan lipid II flippase
K03981	518	363	345	289	399	561	512	481	480	396	420	207	512	414	457	538	372	338	10	61	314	423	426	188	thiol:disulfide interchange protein DsbC [EC:5.3.4.1]
K03982	0	0	0	0	1	0	0	0	1	1	0	0	6	0	0	0	0	0	0	1	0	2	0	1	plasminogen activator inhibitor-1
K03984	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	alpha-1-antitrypsin
K03989	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	complement component 4
K03991	0	0	1	0	0	1	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	mannose-binding lectin
K03992	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	mannan-binding lectin serine protease 1 [EC:3.4.21.-]
K03993	0	0	1	0	1	1	0	0	0	0	0	0	0	1	3	1	1	0	0	1	1	6	2	1	mannan-binding lectin serine protease 2 [EC:3.4.21.104]
K03994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	complement component 5
K03995	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	complement component 6
K04007	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	membrane cofactor protein
K04013	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cytochrome c-type protein NrfB
