KO	Sandmound_TuleA_D1	Sandmound_TuleA_D2	Sandmound_TuleB_D1	Sandmound_TuleB_D2	Sandmound_TuleC_D1	Sandmound_TuleC_D2	Sandmound_ThreeSqA_D1_rd	Sandmound_ThreeSqA_D2	Sandmound_ThreeSqB_D1	Sandmound_ThreeSqB_D2	Sandmound_ThreeSqC_D1	Sandmound_ThreeSqC_D2	WestPond_TuleA_D2	WestPond_TuleB_D1	WestPond_TuleB_D2	WestPond_TuleC_D1	WestPond_TuleC_D2	WestPond_CattailA_D1	WestPond_CattailA_D2	WestPond_CattailB_D1	WestPond_CattailC_D2	WestPond_TuleA_D1	MayberryNE_TuleA_D1	MayberryNE_TuleA_D2	MayberryNE_TuleB_D1	MayberryNE_TuleB_D2	MayberryNE_TuleC_D1	MayberryNE_TuleC_D2	MayberryNE_CattailA_D1	MayberryNE_CattailA_D2	MayberryNE_CattailB_D1	MayberryNE_CattailB_D2	MayberryNE_CattailC_D1	MayberryNE_CattailC_D2	MayberrySE_CattailA_D1	MayberrySE_CattailA_D2	MayberrySE_CattailB_D1	MayberrySE_TuleA_D1	MayberryNW_TuleA_D1	MayberryNW_TuleA_D2	MayberryNW_TuleB_D1	MayberryNW_TuleB_D2	MayberryNW_TuleC_D1	MayberryNW_TuleC_D2	MayberryNW_CattailA_D1	MayberryNW_CattailA_D2	MayberryNW_CattailB_D1	MayberryNW_CattailB_D2	MayberryNW_CattailC_D1	MayberryNW_CattailC_D2	Browns_TuleA_D1	Browns_TuleA_D2	Browns_TuleB_D1	Browns_TuleB_D2	Browns_TuleC_D1	Browns_ThreeSqA_D1	Browns_ThreeSqA_D2	Browns_ThreeSqB_D1	Browns_ThreeSqB_D2	Browns_ThreeSqC_D1	Browns_ThreeSqC_D2	RushSE_TuleA_D1	RushSE_TuleA_D2	RushSE_TuleB_D1	RushSE_TuleB_D2	RushSE_TuleC_D1	RushSE_CattailNLA_D1	RushSE_CattailNLA_D2	RushSE_CattailNLB_D1	RushSE_CattailNLB_D2	RushSE_CattailNLC_D1	RushSE_CattailNLC_D2	RushMan_CattailNLA_D2	RushMan_CattailNLB_D2	RushMan_CattailNLC_D1	RushMan_CattailNLC_D2	RushMan_ThreeSqA_D1	RushMan_ThreeSqA_D2	RushMan_ThreeSqB_D1	RushMan_ThreeSqB_D2	RushMan_ThreeSqC_D2	RushOxbow_ThreeSqA_D1	RushOxbow_ThreeSqA_D2	RushOxbow_ThreeSqB_D1	RushOxbow_ThreeSqB_D2	RushOxbow_ThreeSqC_D1	RushOxbow_ThreeSqC_D2	Joice_CattailNLA_D1	Joice_CattailNLA_D2	Joice_CattailNLB_D1	Joice_CattailNLB_D2	Joice_CattailNLC_D1	Joice_CattailNLC_D2	Joice_ThreeSqA_D1	Joice_ThreeSqA_D1_rd	Joice_ThreeSqA_D2	Joice_ThreeSqA_D2_rd	Joice_ThreeSqB_D1	Joice_ThreeSqC_D1	Joice_ThreeSqC_D2	Goodyear_PhragA_D2	Goodyear_PhragC_D2	White_CordA_D2	White_CordB_D2	White_ThreeSqA_D1	White_ThreeSqA_D2	White_ThreeSqB_D1	White_ThreeSqB_D2	White_ThreeSqC_D1	White_ThreeSqC_D2	Tolay_CordA_D2	Tolay_CordB_D2	Tolay_CordC_D2	China_Galinas_CordA_D2	China_Galinas_CordB_D2	China_Galinas_CordC_D2	China_Galinas_PWA_D1	China_Galinas_PWA_D2	China_Galinas_PWB_D1	China_Galinas_PWB_D2	China_Galinas_PWC_D1	China_Bullhead_CordA_D2	China_Bullhead_CordB_D2	China_Bullhead_CordC_D2	China_Galinas_PWC_D2	Muzzi_CordA_D2	Muzzi_CordB_D2	Muzzi_CordC_D2	Muzzi_PWA_D1	Muzzi_PWB_D1	Muzzi_PWB_D2	Muzzi_PWC_D1	Muzzi_PWC_D2
K05364	9.5052	9.6037	9.5172	9.6361	9.6681	9.6596	9.6204	9.6335	9.7092	9.5355	8.9714	9.6356	9.6705	9.6286	9.488	9.4204	9.8303	9.8306	10.111	9.2119	9.8105	9.2107	9.7659	10.302	9.4213	10.059	9.9116	9.9717	10.782	10.8	10.399	10.486	10.807	10.508	10.218	10.3	10.192	10.998	10.107	10.437	10.704	11.026	10.505	10.962	9.4463	10.425	10.049	10.758	10.613	10.965	9.2431	9.9232	9.1506	9.7057	9.5342	9.5627	9.8113	9.6418	9.6668	9.6721	9.4491	9.5088	10.041	8.7786	9.9136	9.5167	8.8853	9.0519	8.6962	9.3403	8.8453	9.8334	9.7464	10.173	10.316	9.7026	9.4353	9.6449	9.4504	9.8046	9.7983	9.5233	10.087	9.8085	9.8056	9.6877	9.3853	9.9307	9.4367	9.8987	9.5527	8.9846	9.1286	9.5532	9.667	9.4612	9.3897	9.4719	9.5954	9.5856	10.542	10.393	9.4838	10.02	8.8637	9.0224	9.0023	9.5212	9.7121	9.1229	9.577	9.8315	9.8287	9.4498	10.026	9.9014	9.9444	9.9375	9.9109	10.178	10.043	10.166	10.1	10.006	9.8326	9.6709	9.5353	9.5072	9.3091	9.3809	9.3949	9.078	9.2535
K05365	10.748	10.68	10.63	10.818	10.718	10.723	10.43	10.741	10.506	10.545	10.7	10.639	9.5187	9.7544	9.8338	9.8129	9.8629	9.9637	9.5718	10.136	9.6268	9.7599	9.7893	10.027	9.4643	9.7138	9.7832	10.07	10.192	10.367	10.301	10.377	10.213	10.311	9.9702	10.506	10.513	9.8963	9.9535	10.448	9.7633	10.112	9.9183	9.9276	10.434	10.242	10.015	10.1	10.136	10.3	10.84	10.827	10.719	10.895	10.267	10.618	10.936	10.528	10.922	10.73	11.062	10.691	10.693	10.827	10.681	10.59	10.747	11.066	10.884	11.057	10.794	10.744	10.532	10.549	10.792	10.765	10.569	10.671	10.39	10.757	10.604	10.41	10.479	10.32	10.563	10.374	11.083	10.317	11.37	10.211	11.117	10.749	11.151	10.821	10.498	11.059	10.684	10.797	10.727	11.136	10.319	10.566	11.249	11.143	10.869	10.873	10.992	10.91	10.668	10.921	10.868	10.69	10.856	11.353	10.803	10.646	10.659	10.895	11.01	11.041	10.943	10.808	10.936	11.041	10.936	11.103	10.995	11.124	11.302	10.871	11.151	11.286	11.17
K05366	13.273	13.147	13.226	13.16	13.197	13.164	13.151	13.177	13.131	13.139	13.08	13.121	12.853	12.933	12.842	12.932	12.881	13.037	12.763	13.019	12.823	12.954	12.794	12.969	12.712	12.8	12.833	12.859	12.877	13.113	12.991	13.11	13.023	13.061	13.119	13.124	13.148	12.853	13.03	13.06	12.962	13.045	13.054	13.01	13.063	13.05	12.983	13.054	12.982	13.154	13.194	13.195	13.131	13.158	13.145	13.079	13.207	13.017	13.179	13.12	13.141	13.181	13.093	13.211	13.068	13.172	13.205	13.175	13.2	13.082	13.161	13.091	12.924	12.842	13.01	13.06	13.182	13.155	13.19	13.09	13.04	13.286	13.164	13.205	13.265	13.22	13.13	13.141	13.238	13.171	13.253	13.2	13.145	13.207	13.253	13.247	13.344	13.241	13.185	13.137	13.16	13.206	13.194	13.109	13.041	13.116	13.17	13.139	13.075	13.166	13.089	13.086	13.05	13.107	13.176	13.114	13.08	13.236	13.118	13.202	13.303	13.031	13.011	13.068	13.218	13.266	13.057	13.257	13.222	13.055	13.133	13.206	13.235
K05367	11.231	11.203	11.218	11.204	11.166	11.213	11.243	11.256	11.283	11.175	11.291	11.235	11.56	11.535	11.549	11.592	11.441	11.394	11.335	11.647	11.547	11.751	11.39	10.871	11.468	11.179	11.4	11.097	10.365	10.593	10.613	10.521	10.394	10.515	11.13	10.704	10.854	10.74	11.067	10.811	11.074	10.713	10.742	10.749	11.212	10.787	10.95	10.785	10.949	10.529	11.171	11.195	11.195	11.199	11.212	11.284	11.345	11.349	11.33	11.219	11.371	11.146	11.202	11.128	11.267	11.172	11.143	11.216	11.212	11.147	11.136	11.314	11.371	11.032	11.125	11.517	11.207	11.233	11.322	11.311	11.308	11.257	11.056	11.097	11.276	11.148	11.009	11.139	11.371	11.139	11.463	11.053	11.24	11.311	11.221	11.39	11.393	11.425	11.482	11.233	11.246	11.078	10.701	10.769	10.735	10.834	10.756	11.026	11.024	11.061	10.679	10.692	10.665	10.823	10.972	10.929	10.953	11.105	11.123	11.028	11.203	10.925	10.762	10.821	11.196	11.215	10.627	11.051	10.847	10.618	10.889	10.939	10.846
K05395	3.8892	3.3375	3.7391	4.0315	3.5014	3.8461	3.9936	3.8933	4.1941	3.1453	3.5429	3.9391	3.7896	3.524	3.3636	3.3421	3.6137	3.1941	3.372	3.2094	3.8634	3.8119	4.3906	3.6402	3.9466	3.8734	4.1083	2.9952	3.5082	3.6711	3.8927	3.09	3.7603	3.6596	3.6165	3.5085	3.4321	4.7315	3.7387	3.6367	4.112	3.4476	3.7597	3.2315	4.4639	3.4987	4.1648	3.6153	3.9423	3.4933	2.7504	2.6847	3.1755	3.7791	3.3202	3.1407	3.5524	3.7071	3.3762	3.582	3.1765	3.6116	3.8345	3.6429	3.5473	3.2973	3.747	3.3743	3.7147	3.9924	3.9709	3.9208	4.5284	4.4938	3.7178	4.2488	3.4221	3.2047	3.9136	3.8219	3.6717	3.7341	3.7848	3.7299	3.3364	3.6245	4.4236	3.765	4.7076	3.4761	4.0517	4.2311	4.3718	3.7817	3.9506	4.0829	4.0844	3.6504	4.2284	4.4256	3.9285	3.565	5.2869	5.517	4.9353	4.601	4.3226	4.515	4.4367	4.4448	4.0339	4.206	3.7871	4.9634	4.4346	4.5167	4.182	4.6477	4.8336	4.4299	4.5996	4.0406	4.2226	4.1509	4.6109	4.7256	4.7302	4.3638	3.4188	5.0429	5.2013	4.6171	5.3144
K05396	9.708	9.8978	9.7796	10.05	9.6986	9.8589	9.7624	9.9463	9.9459	9.8776	9.7539	9.933	9.7381	9.5978	9.7761	9.4841	9.8149	9.3789	9.8609	9.6721	9.6415	9.7084	9.5787	9.6539	9.5916	9.4492	9.5203	9.6072	9.9698	9.8581	9.9221	9.893	9.8792	9.886	9.7524	9.8956	9.9794	9.977	9.5516	9.9538	9.7616	9.9582	9.7679	9.9591	9.5879	9.8631	9.6503	10.014	9.9158	10.122	9.7208	9.9198	9.7478	9.7932	9.7916	9.9307	10.004	9.9763	9.9983	9.9549	9.9526	9.9926	10.492	9.9486	10.312	10.074	10.298	10.43	10.151	10.288	10.094	10.364	9.976	9.8833	10.184	10.187	9.9161	10.104	10.136	9.9771	10.134	9.8549	10.011	9.9203	9.9496	9.8675	9.749	10.082	9.8487	9.908	10.057	9.7695	9.9865	10.055	9.639	9.9674	9.6572	9.8694	10.001	10.046	9.803	9.7246	10.834	10.878	10.475	10.523	10.474	10.507	10.501	10.305	10.998	10.881	10.92	10.425	10.088	10.86	10.917	10.153	10.196	10.119	9.9304	11.06	11.009	11.155	10.012	10.439	10.585	10.29	10.48	10.533	10.395	10.218	10.199
K05441	2.5386	3.493	2.5844	2.9176	2.6417	2.9917	2.9685	3.3595	2.9138	2.9257	2.9691	3.1369	2.6537	2.5881	2.6517	2.5626	2.9841	2.828	2.7711	2.5681	3.1938	2.615	3.2029	3.0747	3.3215	3.0933	3.4596	2.9952	2.9452	2.7278	2.9509	2.7512	3.4497	2.7218	2.8522	3.6466	3.5649	2.9462	2.6888	2.5862	2.6221	2.6148	2.6404	3.2315	2.6654	2.5266	2.6782	2.5769	2.5901	2.6376	2.7504	2.9995	2.6494	2.649	2.628	2.628	2.9757	2.9845	2.6587	3.1194	2.6499	3.7169	3.4039	3.505	2.5989	3.4493	3.3932	2.9624	3.5723	2.6922	4.2382	3.5404	3.1229	2.6269	3.4616	3.2176	2.8863	3.0382	4.007	2.5784	3.3733	3.002	3.6764	3.5079	2.934	3.1518	2.6255	3.6414	3.0475	4.2519	2.8822	3.773	2.6592	3.0986	3.7078	2.8573	2.6459	3.7746	3.0636	2.6034	2.6214	2.8931	3.6711	4.2937	3.3779	3.7169	3.8276	3.8063	2.6835	3.8001	3.6879	3.7286	3.1807	3.9386	3.5273	4.1163	3.2496	2.5998	3.8785	3.1028	3.6323	3.2049	3.7867	3.6821	3.4385	4.0791	4.1795	3.3717	3.5507	5.8068	3.593	2.8938	2.59
K05515	12.438	12.443	12.444	12.456	12.377	12.349	12.288	12.433	12.345	12.3	12.497	12.406	12.169	12.129	12.231	12.17	12.247	12.084	12.016	12.384	12.252	12.233	12.106	11.976	12.169	12.018	12.144	11.855	12.116	12.056	12.08	12.08	12.128	12.091	11.907	12.056	12.101	12.287	11.875	12.185	12.111	12.227	12.022	12.173	12.266	12.157	11.959	12.135	12.208	12.2	12.303	12.42	12.399	12.448	12.238	12.344	12.475	12.381	12.502	12.403	12.595	12.348	12.461	12.495	12.349	12.296	12.456	12.518	12.502	12.514	12.528	12.385	12.378	12.301	12.411	12.433	12.266	12.308	12.224	12.338	12.251	12.019	12.249	12.137	12.236	12.162	12.472	12.109	12.578	12.087	12.49	12.37	12.463	12.432	12.203	12.46	12.252	12.531	12.417	12.433	12.219	12.304	12.543	12.481	12.38	12.489	12.516	12.415	12.298	12.469	12.48	12.428	12.43	12.497	12.305	12.454	12.383	12.367	12.388	12.362	12.429	12.477	12.469	12.527	12.381	12.434	12.37	12.43	12.512	12.461	12.428	12.479	12.483
K05522	7.0865	7.2085	7.0024	7.4217	6.9888	7.4575	7.728	7.1617	8.1576	7.2787	7.443	7.5505	7.7378	7.9142	6.6561	8.0708	7.9966	8.9779	8.6354	7.5476	7.8669	7.4235	7.4742	8.986	7.2429	8.7706	7.9971	8.5892	9.9322	9.7358	9.4741	9.5464	9.6483	9.55	8.6864	9.0187	8.8269	10.563	8.9891	9.2333	9.1364	9.7905	9.2157	9.9264	7.2718	9.0699	8.9032	9.6223	9.2868	9.7705	6.3738	7.4963	6.6172	7.4108	7.7367	7.6114	7.2584	7.6128	6.917	7.1806	6.5724	8.2935	8.6027	7.0966	8.303	8.1219	7.208	7.1488	6.9713	7.087	7.0458	8.0506	7.0078	8.0375	8.8134	7.2343	7.4952	7.3748	8.0398	7.5252	7.8336	6.951	8.3219	8.478	7.5318	8.1924	6.6187	8.4808	6.1621	8.2701	7.0412	6.6834	6.3058	7.0633	7.7548	6.5318	6.8832	6.5459	6.8976	6.9329	8.9195	8.8989	8.3104	8.8542	7.4587	7.3493	7.3609	7.6426	8.091	7.2258	9.001	8.8539	9.0355	8.7532	8.3826	8.4384	8.459	7.5642	7.9705	8.2285	8.1751	8.7501	8.6571	8.8891	7.7775	7.9788	8.7272	7.7109	7.9749	9.1179	8.1545	7.0133	7.1104
K05526	2.5386	2.6375	3.3865	2.6249	2.9406	2.9917	2.5234	2.6495	3.1311	3.1453	3.197	3.4695	2.9571	2.5881	3.5214	2.8318	2.7907	3.0288	2.7711	4.0473	2.5596	3.1194	3.2029	3.0747	3.7335	4.132	2.9118	3.7236	3.8829	3.3025	4.904	2.7512	3.2562	3.0501	3.0577	3.1688	2.607	3.3527	2.6888	3.0722	2.6221	2.9037	2.9388	2.58	3.9304	3.3895	3.2223	3.818	2.5901	2.935	3.089	2.6847	4.1826	3.3587	2.9219	2.628	3.5524	3.4037	2.9638	3.1194	2.6499	3.4961	2.9846	3.7667	3.4156	3.1204	3.0748	2.9624	3.221	2.6922	3.1581	2.6613	2.6171	2.9203	3.1305	2.6752	3.6731	2.8359	3.7032	3.6189	2.657	2.6866	2.6035	3.2328	3.1552	3.1518	3.6045	2.6427	3.6022	3.7908	2.5992	3.627	3.5362	3.0986	3.2157	3.0637	2.6459	3.6504	2.8572	2.888	2.6214	2.8931	3.6711	2.775	3.537	3.9285	4.4028	3.4432	3.9724	3.5347	3.3872	3.3175	3.6623	4.4735	3.3689	2.6587	2.8692	3.5492	3.6423	3.1028	3.9273	3.2049	3.8865	2.8917	3.2462	3.3491	4.4825	3.1866	3.2694	5.5091	4.4369	3.4332	3.6455
K05529	2.9937	3.8651	2.862	3.1357	2.9406	3.2238	2.9685	2.6495	2.9138	3.4797	3.3833	3.4695	2.9571	2.867	2.9543	3.0333	2.9841	3.576	3.1171	2.8394	3.1938	3.2962	4.0376	3.0747	2.9228	3.0933	2.9118	3.5806	3.1685	3.5014	2.6492	2.7512	3.0191	2.7218	3.2267	3.5085	2.607	2.9462	2.6888	3.6367	3.5973	2.6148	2.9388	3.062	2.973	2.9738	3.2223	2.5769	3.0786	2.935	2.7504	3.2329	3.7799	2.649	3.1407	2.9219	2.6673	2.6737	2.9638	2.615	3.1765	3.6116	3.9501	3.505	3.8729	3.2973	3.3932	2.9624	2.6774	3.6015	3.1581	3.381	3.1229	3.3181	4.0234	3.2176	3.4221	3.0382	4.007	3.7246	3.9109	2.6866	3.6764	3.2328	3.4919	3.6245	2.9184	2.942	3.2152	3.039	3.2671	2.7052	3.1915	3.0986	2.6741	3.2335	2.6459	3.355	3.2334	3.884	3.7168	3.6844	3.5314	3.1223	2.9651	2.9128	2.9804	2.9007	2.9979	3.1902	3.5471	3.1383	3.6623	2.9779	3.3689	3.1906	3.7517	3.7757	3.6423	3.2775	4.1667	3.2049	3.7867	3.9833	3.4385	3.3491	3.2018	2.9604	3.0956	3.3551	3.4785	3.2826	2.8696
K05532	2.9937	3.493	3.2398	3.1357	3.3452	3.5756	3.5907	4.0934	2.9138	4.1346	3.6834	3.4695	2.6537	3.0753	4.0026	3.3421	4.2146	3.9466	3.579	3.5951	3.4621	2.9039	3.5501	2.5877	3.1419	3.0933	3.4596	3.2279	3.1685	3.0582	3.359	3.09	3.0191	3.0501	3.2267	2.9454	3.1064	3.3527	2.6888	3.243	3.4624	3.1191	2.9388	3.2315	2.6654	3.2685	3.7164	3.3711	3.3979	3.6304	3.7152	4.0821	3.6554	3.6547	3.61	3.61	3.2047	3.7071	3.5352	3.7024	3.1765	3.4961	3.4039	2.943	3.093	3.2973	3.2459	3.3743	3.4103	3.4372	3.4954	3.9208	2.9069	2.9203	3.3087	3.2176	3.4221	3.3481	3.12	4.0757	3.797	3.5904	3.425	3.0631	3.6289	3.3327	3.8368	2.6427	3.4872	3.2798	3.0935	2.7052	2.6592	3.4225	3.4043	3.0637	3.5099	2.9479	3.5086	3.7843	3.1298	2.8931	3.9102	3.1223	3.537	3.4609	2.9804	2.9007	3.4215	2.9635	4.3067	3.1383	2.6526	2.9779	3.3689	3.3762	3.6448	3.5492	3.1654	3.2775	3.6323	3.3922	3.6782	3.7907	3.4385	3.3491	3.0356	3.1866	2.884	3.1719	3.0409	3.4332	3.7524
K05535	2.7987	3.6301	3.837	3.7249	3.5014	3.2238	3.3825	3.8933	3.7186	3.6159	3.5429	4.3546	3.3672	3.524	3.7852	3.6863	4.0207	3.7751	3.579	3.3533	3.1938	3.2962	3.39	2.8664	3.3215	3.416	4.712	3.7236	2.9452	3.6711	2.9509	3.5433	3.0191	3.2929	2.5774	3.3517	4.371	2.6458	3.2395	3.9323	3.8289	3.2958	3.3428	3.8258	2.973	3.132	2.9905	3.3711	3.2502	3.6304	3.8669	2.9995	3.893	3.8922	4.1274	3.9448	3.6935	4.245	3.8007	4.175	3.8944	3.9881	4.4111	4.1674	4.1315	4.3264	4.1012	4.5814	3.9582	4.1993	3.7559	3.381	3.3002	3.4719	4.0234	3.4064	3.8809	3.6934	3.4487	3.2286	4.1122	3.7341	3.6764	3.2328	4.2335	3.9615	3.3155	3.765	3.6022	3.6437	3.6664	3.773	3.5362	3.4225	3.2157	4.0829	3.353	3.8875	4.1575	3.4247	3.3079	3.2816	4.0147	3.3781	4.2934	3.9285	3.2103	3.4432	4.3559	2.9635	3.8141	3.9412	3.9005	3.5044	3.9054	2.9638	3.6448	4.477	3.5044	3.2775	3.6323	3.6937	3.2766	3.4301	3.6029	3.3491	3.7856	3.3717	3.6693	3.6507	3.2077	4.0739	3.3977
K05546	4.8901	4.8164	5.01	4.6694	5.071	4.7691	4.9768	4.2669	4.4141	4.6869	5.4564	4.6716	5.5958	4.8091	4.8053	5.6534	4.5341	5.5458	4.7432	5.6503	4.9255	5.6682	5.317	5.2059	5.2352	5.4997	5.8906	5.7191	4.7855	4.4692	4.4904	4.6917	5.2932	4.826	5.0626	3.8833	4.7737	4.992	4.9143	4.892	5.0089	4.4588	4.7154	4.7828	4.6033	4.7712	5.1846	4.3475	4.8156	4.1522	4.7649	4.5886	5.2231	4.5571	4.5603	4.7876	4.9587	4.9779	4.5167	4.3247	4.9564	5.2624	4.3308	5.2042	3.965	4.5838	5.135	4.7662	4.881	4.4596	5.1053	5.0868	5.0781	5.4081	5.0078	5.22	4.9871	3.7895	5.1909	5.103	4.5797	4.5213	4.0632	4.9572	4.7609	4.9098	4.2031	5.1607	5.3997	5.0419	4.5914	5.0172	5.1259	4.6555	5.0788	4.8314	4.9441	5.2948	4.786	4.8584	5.0918	4.8228	4.3653	4.2937	4.5192	5.2851	4.4028	4.6872	4.178	4.8795	4.6012	4.6164	4.9142	5.1561	5.1985	4.7693	4.2533	4.477	4.9356	4.9088	4.7016	4.314	4.7146	4.3681	4.3801	4.4752	4.9007	4.2844	5.2497	5.2951	4.9513	5.0052	5.2483
K05550	4.998	5.1015	4.8863	5.3675	5.071	5.473	5.222	5.4139	4.8208	5.0801	5.2234	4.8318	4.1039	4.5574	2.6517	4.6319	4.0207	5.0736	4.5778	4.1913	3.7747	4.5819	4.4661	4.3795	3.9466	4.0514	4.1904	4.0746	5.3264	5.0259	5.6728	5.9704	5.4598	5.3163	4.5242	4.6712	4.6702	4.4103	5.0226	5.3009	5.1351	5.1891	4.9752	4.688	4.3885	5.5145	4.7666	4.9445	5.606	4.5245	5.0303	4.8451	4.2665	4.7973	4.6786	4.4971	4.7947	4.245	4.5843	3.812	4.8541	3.9881	3.9501	4.0782	4.2075	3.2973	3.3932	3.9123	4.2543	4.0999	3.9709	4.1228	3.4524	4.2845	3.8281	2.6752	4.6003	4.184	4.1759	4.1504	4.5122	4.9079	4.6594	4.8737	4.3117	4.9579	4.9286	4.3276	4.2669	5.2455	4.1323	3.9037	4.5858	3.6735	4.1546	4.2958	4.3362	3.1717	3.6248	4.3604	4.3425	4.7738	3.5314	3.1223	3.6771	4.6587	4.1463	3.9068	3.856	4.0188	4.0339	3.6068	3.7871	3.5044	3.6667	3.1906	2.5897	4.3501	4.403	3.6793	4.4893	2.6674	3.102	3.5628	3.8767	3.88	4.9403	4.7032	4.7023	4.2606	5.0273	4.5599	4.2542
K05552	4.4546	5.1015	4.3057	5.0179	4.9792	4.7691	4.5492	5.1822	4.4801	4.7425	4.4561	4.7271	3.6647	4.2487	4.1887	4.3048	4.0207	5.0018	4.1712	3.9688	4.3562	3.2962	4.3107	6.4604	4.3631	6.7062	4.4101	6.9732	5.8265	6.653	5.731	6.2531	6.5932	6.3281	5.2374	6.091	6.3164	6.6043	5.9468	5.8332	5.8477	6.0252	6.6881	6.127	5.0035	6.2964	5.8279	6.2178	6.4257	5.9738	5.0303	4.6573	4.742	4.8514	4.4308	5.6007	4.6735	4.9252	4.5167	5.1897	4.8	4.067	5.0781	3.6429	4.5337	4.6412	4.3153	4.2882	4.0645	4.678	4.7104	4.5917	4.7011	4.2069	3.7178	4.0593	3.6731	4.7353	4.4604	4.7777	5.1633	6.0941	5.2949	4.5883	5.8498	5.0044	4.2807	5.3917	3.7071	5.0419	4.0517	4.7137	4.2923	4.2889	4.4875	3.625	3.8849	4.1765	3.9188	4.4256	5.6068	6.6859	3.9102	3.5858	3.537	3.8272	3.9428	3.6969	5.007	3.5347	4.6012	5.0665	4.4998	4.1418	4.9708	4.5167	3.8501	4.3501	5.2033	4.5516	4.5996	3.8202	3.979	4.6671	4.8085	4.6061	4.6841	4.5098	3.7774	4.1768	4.3185	4.1551	4.4479
K05554	3.628	4.0631	3.6327	3.8356	4.3989	4.1669	3.9936	3.9972	3.7186	4.8973	3.5429	3.8373	3.3672	3.8461	3.8985	4.4228	4.2146	5.3293	4.0468	4.1913	4.167	4.0932	4.135	5.3382	3.7335	5.7156	3.3068	5.7191	5.3264	6.3013	4.8519	5.6572	6.111	5.8478	5.3632	5.0822	5.045	4.992	4.8568	4.8482	5.1748	5.9824	5.6428	5.6705	4.2237	5.7288	5.1387	5.1334	5.6577	5.8267	4.8361	3.8586	3.9968	4.1818	4.1274	4.2876	4.3937	4.3305	3.9147	4.4594	4.1841	3.6116	2.9846	3.7667	3.093	3.5833	2.8665	3.5331	4.0645	3.245	3.7559	3.6807	3.1229	4.1244	3.8281	3.4064	3.2725	3.4749	4.007	4.1504	4.2023	4.9079	4.5477	4.2947	4.9162	4.7547	4.4236	4.603	3.3596	3.4761	3.2671	3.0274	3.5362	3.0986	3.7078	3.3796	3.1699	3.355	3.6248	2.888	5.0498	5.3736	3.3727	3.3781	2.9651	3.1299	2.9804	3.4432	4.513	3.9141	3.2004	4.357	3.7871	2.9779	3.9054	3.5352	2.5897	4.0532	3.6423	2.89	3.5157	4.1381	3.2766	3.1048	3.8767	3.3491	4.2458	3.9089	3.0956	2.6471	3.883	4.304	3.7524
K05555	3.5268	3.9679	3.837	3.8356	4.1627	3.7183	3.5907	4.2669	3.9304	4.2173	4.0288	4.2037	3.3672	3.6411	2.6517	3.3421	2.9841	3.7751	3.7551	3.2094	3.3361	3.2962	2.6662	4.6103	3.1419	4.4749	3.3068	4.58	4.6098	5.6982	5.2628	5.3061	4.8863	4.9507	4.349	5.0822	4.4986	5.6906	4.5272	5.3946	4.9642	5.4325	4.5324	4.9949	3.8157	4.8841	4.5706	5.0608	5.4384	5.4773	4.0023	3.8586	4.093	4.6824	4.4308	4.1274	4.2287	4.4108	4.291	3.448	3.9983	3.4961	3.4039	2.6435	3.093	3.2973	3.0748	3.7983	3.7147	3.4372	3.1581	3.1949	4.0117	4.8356	3.4616	3.4064	4.0594	3.8787	3.9136	3.3743	3.6717	4.0866	4.3609	3.3788	3.8637	4.38	3.6045	3.8775	3.2152	3.6437	3.4162	3.627	4.3718	3.6735	3.7078	3.7309	4.1737	3.9912	3.2334	3.9765	4.8184	4.723	3.3727	3.1223	3.1921	3.1299	3.2103	4.2453	3.7277	3.3757	3.5471	4.7297	3.6623	3.1366	3.9054	3.1906	3.5275	3.6678	3.766	3.9803	3.5157	3.9351	4.1463	3.9833	3.7474	4.2518	3.5856	4.0134	4.055	4.1768	3.593	4.3726	4.4479
K05572	6.7228	7.2571	6.8904	6.8177	6.816	6.7685	6.7084	6.8448	6.8071	6.6385	6.6015	6.9519	6.57	6.7949	6.8918	6.4582	6.487	6.1342	6.5303	6.2478	6.9014	6.3628	6.4616	6.914	6.4792	6.7556	6.6434	6.7624	7.1133	6.9355	7.3846	6.7836	7.2304	6.8696	6.2031	7.1667	6.8919	6.6195	6.3478	7.3327	6.6899	6.9217	6.9486	6.9845	6.4407	7.0182	6.7504	7.2948	6.9022	7.2189	7.1267	6.9579	7.1821	7.16	6.9721	7.0168	7.0944	6.8085	6.7257	6.956	6.6647	6.6249	6.5923	6.549	6.3352	6.4144	6.3246	6.484	6.4458	6.6559	6.5315	6.7055	6.6438	6.0477	6.485	6.6782	6.472	6.8139	6.3304	6.5079	6.5493	6.8392	6.5359	6.6213	6.587	6.5795	6.6889	6.396	6.3066	6.6063	5.8813	6.7003	6.3058	6.1937	6.1688	6.477	6.1579	6.2233	5.9811	6.4313	6.3866	6.1372	6.2775	6.586	6.2472	6.3182	5.9137	6.2502	6.2009	6.5867	6.325	6.3889	6.2826	5.9251	6.5893	5.8729	6.0723	5.9909	5.9934	6.7159	6.2791	6.5529	6.4655	6.1896	6.2548	6.3641	5.9546	6.702	6.1686	6.0531	5.986	6.1201	6.3334
